address,price,est_monthly_payment,bedrooms,bathrooms,square_footage,property_type,year_built,lot_size,price_per_sqft,parking,state,city,url
"6929 Red Bud Ln, Ocean Springs, MS 39564",195000,,4,,1416,Single-family,1985,13068,138,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/6929-Red-Bud-Ln-39564/home/119193145
,374990,,4,,2219,Single-family,2025,4356,169,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Gautier/3659-Olivia-Dr-39564/home/196294260
"1306 Bowen Ave, Ocean Springs, MS 39564",549000,,1,,1500,Single-family,1908,8712,366,1 space,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/1306-Bowen-Ave-39564/home/119010135
"3200 N 9th St, Ocean Springs, MS 39564",294000,,3,,1788,Single-family,2019,11325,164,2  spaces,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/3200-N-9th-St-39564/home/166483074
,520900,,4,,2942,Single-family,2025,16552,177,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/6608-Palm-St-39564/home/196670557
"6022 Monticilla Cir, Ocean Springs, MS 39564",699000,,5,,3379,Single-family,1989,34848,207,4 spaces,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/6022-Monticilla-Cir-39564/home/118860701
"529 Pear St, Ocean Springs, MS 39564",164000,,3,,1236,Single-family,1954,22651,133,2 spaces,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/529-Pear-St-39564/home/118930555
,310990,,2,,1653,Single-family,2025,4356,188,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/214-Savannah-Gardens-Rd-39564/home/196017626
"1228 Monticello Blvd, Ocean Springs, MS 39564",305000,,3,,2103,Single-family,2004,11761,145,2 car,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/1228-Monticello-Blvd-39564/home/119117120
,302605,,3,,1848,Single-family,2025,8712,164,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Gulf-Hills/7262-Pencarrow-Cir-39564/home/196277882
"310 Hillandale Ave, Ocean Springs, MS 39564",625000,,3,,1431,Single-family,1970,7405,437,1 space,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/310-Hillandale-Ave-39564/home/118942189
,371990,,4,,2525,Single-family,2025,4356,147,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/204-Savannah-Gardens-Rd-39564/home/196017641
,221900,,3,,1521,Townhome,2025,2178,146,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/7820-Reagan-CT-39564/unit-6/home/196512071
,384990,,4,,2525,Single-family,2025,4356,152,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/122-Everly-Cir-39564/home/195904171
"6233 Moreton Pl, Ocean Springs, MS 39564",265000,,3,,1670,Single-family,1991,13503,159,2 car,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/6233-Moreton-Pl-39564/home/119245756
"58 Saltmeadow Cir, Ocean Springs, MS 39564",302000,,4,,1835,Single-family,2022,8276,165,2  spaces,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/58-Saltmeadow-Cir-39564/home/181293053
"1204 Porter Ave, Ocean Springs, MS 39564",615000,"4,015",3,,1547,Single-family,1885,16552,398,2 spaces,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/1204-Porter-Ave-39564/home/118879511
"229 Linda Dr, Ocean Springs, MS 39564",237500,"1,606",3,,1011,Single-family,1962,8276,235,2 spaces,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/229-Linda-Dr-39564/home/119287377
,374990,"2,355",4,,2219,Single-family,2025,4356,169,2 car,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Gulf-Hills/13505-Garland-Rd-39564/home/196501366
,231900,,3,,1521,Townhome,2025,2178,152,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/7816-Reagan-CT-39564/unit-5/home/196513926
"2901 Village Cir, Ocean Springs, MS 39564",318900,"2,294",4,,1918,Single-family,2007,23522,166,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/2901-Village-Cir-39564/home/119027190
"305 Glenrose Ave, Ocean Springs, MS 39564",348990,,3,,2179,Single-family,2025,8712,160,2 car,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/305-Glenrose-Ave-39564/home/196278730
"1516 Shelby Ln, Ocean Springs, MS 39564",325000,,3,,2035,Single-family,2003,23958,160,3 car,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/1516-Shelby-Ln-39564/home/119380607
"6750 Mansfield Cv, Ocean Springs, MS 39564",404995,"2,722",3,,1950,Single-family,2023,14810,208,2 car,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/6750-Mansfield-Cv-39564/home/194996829
"19 Davis Bayou Cir, Ocean Springs, MS 39564",263000,"1,684",2,,1473,Single-family,1986,43124,179,2 car,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/19-Davis-Bayou-Rd-39564/home/119155112
"3504 Beachview Dr, Ocean Springs, MS 39564",245000,,3,,1288,Single-family,1966,11325,190,1 car,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/3504-Beachview-Dr-39564/home/119358841
,221900,,3,,1521,Townhome,2025,2178,146,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/7824-Reagan-CT-39564/unit-7/home/196512142
,352990,,3,,2179,Single-family,2025,4356,162,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/210-Savannah-Gardens-Rd-39564/home/196158490
,347990,,3,,2179,Single-family,2025,4356,160,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/212-Savannah-Gardens-Rd-39564/home/196158518
"1401 Ash St, Ocean Springs, MS 39564",149900,,3,,988,Single-family,1981,10890,152,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/1401-Ash-St-39564/home/118816127
,331490,"2,122",3,,1659,Single-family,2025,4356,200,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Gautier/3651-Olivia-Dr-39564/home/196294251
"7780 Coral Ln, Ocean Springs, MS 39564",265000,,3,,1566,Single-family,2022,6098,169,2 car,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/7780-Coral-Ln-39564/home/184077445
"5808 Ridge Rd, Ocean Springs, MS 39564",359900,,4,,2720,Single-family,1950,14374,132,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/5808-Ridge-Rd-39564/home/119040212
"3709 Point Clear Dr, Ocean Springs, MS 39564",699000,,4,,4000,Single-family,2002,23086,175,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/3709-Point-Clear-Dr-39564/home/119256957
,279900,,4,,1806,Townhome,2025,2178,155,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/109-Harper-Grove-CIR-39564/unit-20/home/196263819
,231900,,3,,1521,Townhome,2025,2178,152,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/7828-Reagan-CT-39564/unit-8/home/196515012
"922 Porter Ave #211, Ocean Springs, MS 39564",269500,,1,,778,Condo,2008,,346,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/922-Porter-Ave-39564/unit-211/home/119155206
,391990,,4,,2525,Single-family,2025,4356,155,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/208-Savannah-Gardens-Rd-39564/home/196017646
"425 Inverness Ct, Ocean Springs, MS 39564",215000,,3,,1551,Single-family,1985,21344,139,2 car,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/425-Inverness-Ct-39564/home/119339662
"4727 E Belle Fontaine Rd, Ocean Springs, MS 39564",2499900,,5,,5219,Single-family,2020,32670,479,8 car,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/4727-E-Belle-Fontaine-Dr-39564/home/176931901
,399990,,4,,2114,Single-family,2025,4356,189,2 car,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Gulf-Hills/13501-Garland-Rd-39564/home/196501343
"2512 Old Shell Landing Rd, Ocean Springs, MS 39564",356000,,3,,2771,Single-family,1987,106722,128,2 car,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/2512-Old-Shell-Landing-Rd-39564/home/119257479
"1066 Conley Cir, Ocean Springs, MS 39564",435000,,3,,2430,Single-family,1988,13503,179,2 spaces,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/1066-Conley-Cir-39564/home/118987763
"710 General Pershing Ave, Ocean Springs, MS 39564",575000,,3,,1945,Single-family,1950,15245,296,1 space,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/710-General-Pershing-Ave-39564/home/119343697
"120 Yellowstone Cir, Ocean Springs, MS 39564",209900,,3,,1200,Single-family,1985,13503,175,1  spaces,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/120-Yellowstone-Cir-39564/home/118981225
,249900,,3,,1521,Townhome,2025,2178,164,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/111-Harper-Grove-CIR-39564/unit-19/home/196263790
,249900,,3,,1521,Townhome,2025,2178,164,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/113-Harper-Grove-CIR-39564/unit-18/home/196263767
"1620 Porpoise St, Ocean Springs, MS 39564",241000,,4,,1866,Single-family,2005,6969,129,2  spaces,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/1620-Porpoise-Dr-39564/home/119370057
"9013 Barnacle Blvd, Ocean Springs, MS 39564",334500,,4,,1900,Single-family,2025,10890,176,2 car,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/9013-Barnacle-Blvd-39564/home/196241808
"3230 Cumberland Rd #81, Ocean Springs, MS 39564",136500,,3,,1157,Condo,1972,,118,2 spaces,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/3230-Cumberland-Rd-39564/unit-81/home/118841864
,346930,,4,,2314,Single-family,2025,11325,150,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/12131-Walker-Rd-39564/home/196120779
"3230 Cumberland Rd #84, Ocean Springs, MS 39564",169000,,2,,1050,Condo,1972,317116,161,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/3230-Cumberland-Rd-39564/unit-84/home/194104037
"205 Walnut Dr, Ocean Springs, MS 39564",224900,,4,,1376,Single-family,1965,8276,163,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/205-Walnut-Dr-39564/home/119141715
"3230 Cumberland Rd #70, Ocean Springs, MS 39564",125000,,1,,896,Condo,1972,,140,1 space,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/3230-Cumberland-Rd-39564/unit-70/home/119031699
"271 Porter Oak Ln, Ocean Springs, MS 39564",679000,,3,,2088,Single-family,2023,24393,325,2 car,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/271-Porter-Ave-39564/home/193308036
"11625 Talla Dr, Ocean Springs, MS 39564",377500,,4,,2304,Single-family,2023,13503,164,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/11625-Talla-Dr-39564/home/184077487
"2713 N 6th St, Ocean Springs, MS 39564",225000,,3,,1560,Single-family,1992,11325,144,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/2713-N-6th-St-39564/home/118815169
,249900,,3,,1521,Townhome,2025,2178,164,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/117-Harper-Grove-CIR-39564/unit-16/home/196263661
"14104 W W. El Bonito Drive Dr, Ocean Springs, MS 39564",895500,,3,,2424,Single-family,1972,65340,369,2 spaces,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/14104-W-El-Bonito-Dr-39564/home/118917869
"242 Woodland Cir, Ocean Springs, MS 39564",235000,,3,,1538,Single-family,1963,10890,153,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/242-Woodland-Cir-39564/home/119240555
"13128 Hanover Dr, Ocean Springs, MS 39564",339900,,4,,1800,Single-family,1965,15681,189,1  spaces,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/13128-Hanover-Dr-39564/home/119364861
"3230 Cumberland Rd #208, Ocean Springs, MS 39564",149000,,1,,756,Condo,1999,317116,197,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/3230-Cumberland-Rd-39564/unit-208/home/194989901
"527 Pear St, Ocean Springs, MS 39564",275000,,3,,1782,Single-family,2025,11325,154,2 car,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/527-Pear-St-39564/home/196137664
,372645,,5,,2720,Single-family,2025,16552,137,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/12181-Walker-Rd-39564/home/196177233
"139 Booth Cir, Ocean Springs, MS 39564",320000,,3,,2336,Single-family,1986,18295,137,2  spaces,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/139-Booth-Cir-39564/home/119003962
"9379 Taylor Pl, Ocean Springs, MS 39564",619000,,5,,3403,Single-family,2022,23522,182,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/9379-Taylor-Pl-39564/home/182633214
"1309 Bowen Ave, Ocean Springs, MS 39564",900000,,3,,1600,Single-family,1945,6098,563,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/1309-Bowen-Ave-39564/home/119238718
"2204 Rue Beaux Chenes, Ocean Springs, MS 39564",345000,,5,,2905,Single-family,2000,9147,119,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/2204-Rue-Beaux-Chenes-39564/home/119132786
"8809 Old Walnut Rd, Ocean Springs, MS 39564",239900,,3,,1724,Single-family,1997,10018,139,2  spaces,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/8809-Old-Walnut-Rd-39564/home/119039554
"4829 Old Spanish Trl, Gautier, MS 39553",375000,,3,,1800,Single-family,1997,43560,208,2  spaces,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Gautier/4829-Old-Spanish-Trl-39553/home/119119930
"1516 Cook St, Ocean Springs, MS 39564",229900,,3,,1622,Single-family,2019,22651,142,2  spaces,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/1516-Cook-St-39564/home/166498328
"3841 Chateau Cv, Ocean Springs, MS 39564",379900,,3,,2161,Single-family,2014,6534,176,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/3841-Chateau-Cv-39564/home/119695381
"11585 Paige Cv, Ocean Springs, MS 39564",415000,,5,,2784,Single-family,2022,13939,149,2 car,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/11585-Paige-Cv-39564/home/178680119
"311 Teringo Cir, Ocean Springs, MS 39564",259000,,3,,1400,Single-family,1959,18295,185,1 car,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/311-Teringo-Cir-39564/home/119303297
"6832 Biddix-evans Rd, Ocean Springs, MS 39564",299900,,4,,2508,Single-family,2018,11761,120,2 car,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/6832-Biddix-Evans-Rd-39564/home/166484600
"8708 Maple Ave, Ocean Springs, MS 39564",147700,,3,,1200,Single-family,2006,22651,123,6 spaces,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/8708-Maple-Ave-39564/home/118967412
"3927 Acadian Village Dr, Ocean Springs, MS 39564",359000,,3,,2398,Single-family,2009,5662,150,2 car,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/3927-Acadian-Village-Dr-39564/home/119204097
"12001 Pointe Aux Chenes Rd, Ocean Springs, MS 39564",2400000,,8,,7270,Single-family,2009,196020,330,6 car,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/12001-Point-Aux-Chenes-Rd-39564/home/118959892
"1426 Porpoise Dr, Ocean Springs, MS 39564",249000,,3,,1620,Single-family,2007,6969,154,2 car,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/1426-Porpoise-Dr-39564/home/118918451
"273 Porter Oak Ln, Ocean Springs, MS 39564",695000,,3,,2299,Single-family,2023,24393,302,2 car,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/273-Porter-Ave-39564/home/189089691
"2550 Davidson Rd, Ocean Springs, MS 39564",439900,,4,,2173,Single-family,1978,10454,202,2 car,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/2550-Davidson-Rd-39564/home/119128463
"272 Holcomb Blvd, Ocean Springs, MS 39564",319900,,3,,1366,Single-family,1969,10890,234,4 spaces,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/272-Holcomb-Blvd-39564/home/118819323
"20 Lakeview Dr, Ocean Springs, MS 39564",299000,,4,,2328,Single-family,2000,12196,128,2  spaces,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/20-Lakeview-Dr-39564/home/119344255
"3230 Cumberland Rd #78, Ocean Springs, MS 39564",139900,,3,,1136,Condo,1972,317116,123,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/3230-Cumberland-Rd-39564/unit-78/home/191749006
,249900,,3,,1521,Townhome,2025,2178,164,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/115-Harper-Grove-CIR-39564/unit-17/home/196263727
"6825 Shore Dr, Ocean Springs, MS 39564",410000,,4,,2636,Single-family,1963,38332,156,3 spaces,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/6825-Shore-Dr-39564/home/119237396
,249900,,3,,1521,Townhome,2025,2178,164,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/103-Harper-Grove-CIR-39564/unit-23/home/196129449
"909 Orange St, Ocean Springs, MS 39564",199000,,3,,1222,Single-family,1997,9147,163,1  spaces,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/909-Orange-St-39564/home/118952046
"408 Oakwood Dr, Ocean Springs, MS 39564",695900,,3,,2500,Single-family,1991,11761,278,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/408-Oakwood-Dr-39564/home/118869618
,221900,,3,,1521,Single-family,2025,2178,146,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/7840-Reagan-CT-39564/home/195899241
"718 Signal St, Ocean Springs, MS 39564",299000,,2,,1316,Single-family,1950,16117,227,2 spaces,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/718-Signal-St-39564/home/118985488
,221900,,3,,1521,Single-family,2025,2178,146,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/7852-Reagan-CT-39564/home/195592238
,231900,,3,,1521,Single-family,2025,2178,152,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/7844-Reagan-CT-39564/home/195900461
"1334 Diller Rd, Ocean Springs, MS 39564",230000,,3,,1725,Single-family,1982,16552,133,2 car,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/1334-Diller-Rd-39564/home/119003374
"435 Bills Ave, Ocean Springs, MS 39564",739900,,3,,2030,Single-family,2024,10890,364,2 spaces,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/435-Bills-Ave-39564/home/119231786
"2808 Rue Beaux Chenes, Ocean Springs, MS 39564",299999,,4,,2295,Single-family,2004,11325,131,2 car,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/2808-Rue-Beaux-Chenes-39564/home/119353227
"2909 Pimlico Dr, Ocean Springs, MS 39564",257500,,3,,1596,Single-family,1973,6098,161,2  spaces,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/2909-Pimlico-Dr-39564/home/119166078
"2205 Magazine St, Ocean Springs, MS 39564",234000,,3,,1697,Single-family,2021,4356,138,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/2205-Magazine-St-39564/home/166484255
"12509 Ponce De Leon Dr, Ocean Springs, MS 39564",219000,,3,,1562,Single-family,1979,9583,140,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/12509-Ponce-de-Leon-Dr-39564/home/119299863
"10805 Eagle Nest Rd, Ocean Springs, MS 39564",1199975,,3,,3055,Single-family,2012,26571,393,4 spaces,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/10805-Eagle-Nest-Rd-39564/home/119276044
"319 Washington Ave, Ocean Springs, MS 39564",799000,,3,,1900,Single-family,1940,9583,421,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/319-Washington-Ave-39564/home/119141001
"3808 Acadian Village Dr, Ocean Springs, MS 39564",345900,,3,,2048,Single-family,2007,6098,169,2  spaces,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/3808-Acadian-Village-Dr-39564/home/119015225
"6507 Shoshonee Dr, Ocean Springs, MS 39564",292500,,3,,2200,Single-family,1998,13503,133,2 car,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/6507-Shoshonee-Dr-39564/home/118986498
"104 Everly Cir, Ocean Springs, MS 39564",345900,,3,,2179,Single-family,2023,9583,159,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/104-Everly-Cir-39564/home/189986808
,231900,,3,,1521,Single-family,2025,2178,152,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/7832-Reagan-CT-39564/home/195898158
"7801 Clamshell Ave, Ocean Springs, MS 39564",369900,,4,,3222,Single-family,2007,49658,115,2 car,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/7801-Clamshell-Ave-39564/home/119292764
"7500 Davenport Ln, Ocean Springs, MS 39564",450000,,3,,2103,Single-family,1982,200811,214,2 car,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/7500-Davenport-Ln-39564/home/118914800
"6301 Mary Mahoney Dr, Ocean Springs, MS 39564",585000,,3,,2347,Single-family,2006,131115,249,12 spaces,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/6301-Mary-Mahoney-Dr-39564/home/119125995
"3909 Cabildo Pl, Ocean Springs, MS 39564",539900,,4,,3499,Single-family,1992,13939,154,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/3909-Cabildo-Pl-39564/home/119108384
"807 Woodglen Dr, Ocean Springs, MS 39564",419900,,3,,2596,Single-family,1996,22651,162,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/807-Woodglen-Dr-39564/home/118949352
"6016 Penni Ln, Ocean Springs, MS 39564",384899,,5,,2724,Single-family,2023,10890,141,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/6016-Penni-Ln-39564/home/184077480
"3603 Miles Ln, Ocean Springs, MS 39564",289900,,4,,2298,Single-family,1997,9583,126,2 car,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/3603-Miles-Ln-39564/home/119346290
"3230 Cumberland (25) Rd #25, Ocean Springs, MS 39564",139000,,1,,896,Condo,1972,317116,155,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/3230-Cumberland-Rd-39564/unit-25/home/119160398
"6509 Big Oak Dr, Ocean Springs, MS 39564",309000,,4,,2420,Single-family,1999,24829,128,2 spaces,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/6509-Big-Oak-Dr-39564/home/119299658
"6811 Old Fort Bayou Rd, Ocean Springs, MS 39564",319500,,3,,1923,Single-family,2009,27007,166,2 spaces,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/6811-Old-Fort-Bayou-Rd-39564/home/119337626
"8308 Holiday Dr, Ocean Springs, MS 39564",196000,,3,,1122,Single-family,1940,13503,175,6 spaces,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/8308-Holiday-Dr-39564/home/119078743
"609 Russell Ave, Ocean Springs, MS 39564",439900,,2,,1115,Single-family,1960,6534,395,3 spaces,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/609-Russell-Ave-39564/home/119203851
"70 Saltmeadow Cir, Ocean Springs, MS 39564",330000,,4,,2338,Single-family,2023,6969,141,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/70-Saltmeadow-Cir-39564/home/184077318
"5705 Via Toscana, Ocean Springs, MS 39564",735000,,5,,3449,Single-family,2020,18730,213,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/5705-Via-Toscana-39564/home/166497816
"900 Orange St, Ocean Springs, MS 39564",157900,,3,,1231,Single-family,1997,11325,128,5 spaces,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/900-Orange-St-39564/home/119193589
"3225 Red Bluff Cir, Ocean Springs, MS 39564",475000,,5,,2500,Single-family,1970,40946,190,2 car,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/3225-Red-Bluff-Cir-39564/home/118974622
"6717 Belle Fontaine Dr, Ocean Springs, MS 39564",950000,,3,,1987,Single-family,2009,20037,478,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/6717-Belle-Fontaine-Dr-39564/home/166525822
"2501 Bienville Blvd #330, Ocean Springs, MS 39564",247000,,2,,1095,Condo,2019,,226,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/2501-Bienville-Blvd-39564/unit-330/home/174027773
"11458 Leann Ct, Ocean Springs, MS 39564",362900,,4,,2304,Single-family,2022,12632,158,3 car,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/11458-Leann-Ct-39564/home/180894455
"2421 Beachview Dr Unit H2, Ocean Springs, MS 39564",239900,,2,,875,Condo,2006,,274,2 spaces,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/2421-Beachview-Dr-39564/unit-H2/home/176885881
"127 Surgeres Pl, Ocean Springs, MS 39564",685000,,4,,2434,Single-family,1999,14374,281,,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/127-Surgeres-Pl-39564/home/118995238
"6688 Balboa Cir, Ocean Springs, MS 39564",189000,,4,,1300,Single-family,1969,11325,145,2 spaces,Mississippi,"Ocean Springs, MS",https://www.redfin.com/MS/Ocean-Springs/6688-Balboa-Cir-39564/home/119162171
