address,price,est_monthly_payment,bedrooms,bathrooms,square_footage,property_type,year_built,lot_size,price_per_sqft,parking,state,city,url
"5325 145th Pl SE, Bellevue, WA 98006",3180000,,4,,5710,Single-family,2001,29620,557,,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/5325-145th-Pl-SE-98006/home/240888
"16 Enatai Dr, Bellevue, WA 98004",9985000,,3,,5740,Single-family,1999,17424,"1,740",3 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/16-Enatai-Dr-98004/home/253466
"67 Cascade Ky, Bellevue, WA 98006",6888000,,4,,5498,Single-family,2008,20908,"1,253",,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/67-Cascade-Ky-98006/home/409258
"16939 SE 39th St, Bellevue, WA 98008",1849999,,4,,2960,Single-family,1986,10275,625,2 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/16939-SE-39th-St-98008/home/429651
"10210 NE 23rd St, Bellevue, WA 98004",2260000,,3,,1040,Single-family,1953,8442,"2,173",1 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/10210-NE-23rd-St-98004/home/506837
"11888 SE 5th St, Bellevue, WA 98005",3288000,,5,,3694,Single-family,2025,3496,890,2 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/11888-SE-5th-St-98005/home/40265296
,1475000,,1,,827,Condo,2024,,"1,784",1 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/838-Avenue-Sq-NE-98004/unit-309/home/196026098
"14249 NE 1st St, Bellevue, WA 98007",1595000,,4,,2050,Single-family,1962,10041,778,2 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/14249-NE-1st-St-98007/home/500383
"1101 Bellefield Park Ln #1356, Bellevue, WA 98004",625000,,2,,1220,Condo,1976,,512,1  spaces,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/1101-Bellefield-Park-Ln-98004/unit-1356/home/32730
"999 110th Ave NE #202, Bellevue, WA 98004",695000,,1,,784,Condo,2023,,886,1 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/999-110th-Ave-NE-98004/unit-202/home/195956222
"300 110th Ave NE #303, Bellevue, WA 98004",685000,,1,,887,Condo,2001,,772,1 space,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/300-110th-Ave-NE-98004/unit-303/home/27151
"16159 SE 33rd Cir #603, Bellevue, WA 98008",799900,,2,,1380,Townhome,1981,,580,2 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/16159-SE-33rd-Cir-98008/unit-603/home/176030247
"11750 NE 36th Pl, Bellevue, WA 98005",2095000,,4,,3040,Single-family,1980,36154,689,,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/11750-NE-36th-Pl-98005/home/429854
"5628 168th Ave SE, Bellevue, WA 98006",1925000,,4,,3020,Single-family,1993,10362,637,,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/5628-168th-Ave-SE-98006/home/419275
"3939 108th Ave NE Unit A104, Bellevue, WA 98004",539000,,2,,1131,Condo,1979,,477,2 spaces,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/3939-108th-Ave-NE-98004/unit-A104/home/29113
"5310 143rd Ave SE, Bellevue, WA 98006",2724500,,5,,5020,Single-family,1984,14810,543,,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/5310-143rd-Ave-SE-98006/home/235629
"3983 162nd Pl SE, Bellevue, WA 98006",2750000,,6,,3881,Single-family,2025,8550,709,2 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/3983-162nd-Pl-SE-98008/home/196138839
"1085 103rd Ave NE #203, Bellevue, WA 98004",600000,,1,,700,Condo,2018,,857,1 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/1085-103rd-Ave-NE-98004/unit-203/home/168852296
"10823 SE 12th St, Bellevue, WA 98004",4800000,,5,,5930,Single-family,2024,18730,809,2 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/10823-SE-12th-St-98004/home/510694
"188 Bellevue Way NE #1907, Bellevue, WA 98004",4675000,,3,,1949,Condo,2020,,"2,399",2 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/188-Bellevue-Way-NE-98004/unit-1907/home/172711433
"5589 Lakemont Blvd SE #1703, Bellevue, WA 98006",525000,,1,,890,Condo,2001,,590,1 space,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/5589-Lakemont-Blvd-SE-98006/unit-1703/home/31703
"177 NE 107th Ave #1601, Bellevue, WA 98004",1075000,,2,,1427,Condo,1994,,753,1 space,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/177-107th-Ave-NE-98004/unit-1601/home/23361
,2450000,,2,,1298,Condo,2023,,"1,888",2 spaces,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/889-Avenue-Sq-NE-98004/unit-2507/home/196035634
"889 Avenue Square (103rd) NE #909, Bellevue, WA 98004",1199000,,1,,718,Condo,2023,,"1,670",1 space,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/889-103rd-Ave-NE-98004/unit-909/home/190340737
"14650 NE 32nd St Unit A14, Bellevue, WA 98007",240000,,1,,684,Condo,1976,,351,1 space,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/14650-NE-32nd-St-98007/unit-A14/home/20757
"5722 122nd Pl SE #235, Bellevue, WA 98006",395000,,2,,784,Condo,1967,,504,1 space,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/5722-122nd-Pl-SE-98006/unit-235/home/60231
"14600 NE 32nd St Unit I4, Bellevue, WA 98007",335000,,2,,955,Condo,1976,,351,1 space,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/14600-NE-32nd-St-98007/unit-I4/home/68962
"1817 125th Ave SE, Bellevue, WA 98005",1450000,,3,,1660,Single-family,1957,15245,873,2 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/1817-125th-Ave-SE-98005/home/509056
"12223 NE Bel-Red Rd Unit D105, Bellevue, WA 98005",549000,,2,,936,Condo,1978,,587,2 spaces,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/12223-NE-Bel-Red-Rd-98005/unit-D105/home/1077
"838 Avenue Sq NE #2602, Bellevue, WA 98004",8700000,,3,,2972,Condo,2024,,"2,927",4 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/838-Avenue-Sq-NE-98004/unit-2602/home/196114883
"15831 Northup Way #26, Bellevue, WA 98008",988000,,3,,1890,Townhome,1987,1,523,,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/15831-Northup-Way-98008/unit-26/home/23292
,1555000,,1,,892,Condo,2024,,"1,743",1 space,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/838-Avenue-Sq-NE-98004/unit-1003/home/196048239
"12 Columbia Ky, Bellevue, WA 98006",5500000,,4,,3230,Single-family,1973,17859,"1,703",,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/12-Columbia-Ky-98006/home/409111
"15144 SE 46th Way, Bellevue, WA 98006",1349900,,3,,2316,Single-family,1976,10650,583,2 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/15144-SE-46th-Way-98006/home/240711
"Undisclosed Address, Bellevue, WA 98005",2990000,,10,,4460,Single-family,1972,15245,670,,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/Undisclosed-address-98005/home/195208890
"11054 NE 33rd Pl Unit B1, Bellevue, WA 98004",445000,,2,,830,Condo,1987,,536,1 space,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/11054-NE-33rd-Pl-98004/unit-B1/home/12092396
"1624 Mallard Ln, Bellevue, WA 98008",4798000,,5,,3586,Single-family,2008,14374,"1,338",2 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/1624-W-Lake-Sammamish-Pkwy-NE-98008/home/192466306
"12811 SE 44th Pl, Bellevue, WA 98006",3599950,,5,,4040,Single-family,2025,8523,891,2 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/12811-SE-44th-Pl-98006/home/235052
"14760 NE 31st St Unit A308, Bellevue, WA 98007",339950,,2,,889,Condo,1978,,382,1 space,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/14760-NE-31st-St-98007/unit-A308/home/71408
"1120 156th Ave SE, Bellevue, WA 98007",1780000,,4,,3350,Single-family,2007,28749,531,3 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/1120-156th-Ave-SE-98007/home/21618021
"1420 153rd Ave NE #4004, Bellevue, WA 98007",520000,,2,,937,Condo,1977,,555,1 space,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/1420-153rd-Ave-NE-98007/unit-4004/home/66655
"15817 Northup Way, Bellevue, WA 98008",899500,,3,,1890,Townhome,1987,,476,2  spaces,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/15817-Northup-Way-98008/home/195657628
"3046 128th Ave SE #30, Bellevue, WA 98005",1050000,,3,,1936,Townhome,1989,,542,4 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/3046-128th-Ave-SE-98005/unit-30/home/22692141
"1805 134th Ave NE #8, Bellevue, WA 98005",709950,,2,,1351,Condo,1998,155509,525,,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/1805-134th-Ave-SE-98005/unit-8/home/9365
"6202 122nd Ave SE, Bellevue, WA 98006",1849900,,5,,3436,Single-family,1962,8400,538,2 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/6202-122nd-Ave-SE-98006/home/416150
"4017 162nd Ave SE, Bellevue, WA 98006",1330000,,5,,2280,Single-family,1962,11761,583,2 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/4017-162nd-Ave-SE-98006/home/233893
"15001 NE 8th St, Bellevue, WA 98007",2500000,,5,,3520,Single-family,2025,76665,710,4 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/15001-NE-8th-St-98007/home/196255312
"379 100th Ave NE Unit A, Bellevue, WA 98004",1388000,,2,,1950,Townhome,1969,,712,7 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/379-100th-Ave-NE-98004/unit-A/home/5866
"17281 SE 43rd St, Bellevue, WA 98006",3998990,,4,,5099,Single-family,2024,37897,784,2 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/17281-SE-43rd-St-98006/home/195921872
"5512 123rd Ave SE, Bellevue, WA 98006",1498888,,4,,2140,Single-family,1961,13068,700,2 spaces,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/5512-123rd-Ave-SE-98006/home/417358
"10650 NE 9th Pl #1423, Bellevue, WA 98004",857729,,1,,967,Condo,2008,,887,1 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/10650-NE-9th-Pl-98004/unit-1423/home/103959533
"1646 106th Ave SE, Bellevue, WA 98004",4698000,,6,,5861,Single-family,2017,11761,802,3 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/1646-106th-Ave-SE-98004/home/511000
"12835 Bel Red Rd #204, Bellevue, WA 98005",1390000,,3,,1616,Townhome,2025,,860,2 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/12835-NE-Bel-Red-Rd-98005/unit-204/home/195661550
"9427 NE 14th St, Clyde Hill, WA 98004",10995000,,4,,8620,Single-family,2000,20908,"1,276",3 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Clyde-Hill/9427-NE-14th-St-98004/home/251900
"12226 NE 24th St #112, Bellevue, WA 98005",1095000,,3,,1969,Townhome,1998,,556,2 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/12226-NE-24th-St-98005/unit-112/home/195009027
"5511 154th Ave SE, Bellevue, WA 98006",3588000,,5,,5354,Single-family,1991,20037,670,,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/5511-154th-Ave-SE-98006/home/240609
"14630 NE 32nd St Unit F14, Bellevue, WA 98007",340000,,2,,955,Condo,1976,1,356,,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/14630-NE-32nd-St-98007/unit-F14/home/176020538
"1750 152nd Ave NE Unit W110, Bellevue, WA 98007",292254,,1,,744,Condo (co-op),1994,,393,1 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/1750-152nd-Ave-NE-98007/unit-W110/home/195651990
"209 Northside Rd, Bellevue, WA 98004",9000000,,8,,10270,Single-family,2015,34412,876,,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/209-Northside-Rd-98004/home/253296
"204 Northside Rd, Bellevue, WA 98004",11250000,,6,,7170,Single-family,2025,37026,"1,569",,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/204-Northside-Rd-98004/home/253378
"9827 NE 20th St, Bellevue, WA 98004",5396000,,5,,5067,Single-family,2017,11761,"1,065",3 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/9827-NE-20th-St-98004/home/506731
"27 Tulalip Ky, Bellevue, WA 98006",5995000,,5,,5759,Single-family,2025,13503,"1,041",,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/27-Tulalip-Ky-98006/home/409222
"15007 NE 15th St, Bellevue, WA 98007",1480000,,4,,2080,Single-family,1966,10135,712,,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/15007-NE-15th-St-98007/home/501147
"6149 115th Pl SE, Bellevue, WA 98006",1680000,,4,,2620,Single-family,1992,10698,641,,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/6149-115th-Pl-SE-98006/home/416133
"17834 SE 40th Pl, Bellevue, WA 98008",3750000,,3,,1915,Single-family,1954,7809,"1,958",,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/17834-SE-40th-Pl-98008/home/326386
"4525 143rd Pl NE, Bellevue, WA 98007",2998800,,4,,4880,Single-family,1984,45738,615,3 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/4525-143rd-Pl-NE-98007/home/431276
,3250000,,2,,1630,Condo,2024,,"1,994",2 spaces,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/838-Avenue-Sq-NE-98004/unit-1403/home/195936686
"14616 NE 44th St Unit M11, Bellevue, WA 98007",519000,,2,,1086,Condo,1980,,478,1 space,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/14616-NE-44th-St-98007/unit-M11/home/60280
"11800 SE 4th Pl #203, Bellevue, WA 98005",1115000,,2,,1732,Townhome,1999,115869,644,,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/11800-SE-4th-Pl-98005/unit-203/home/38694
"300 110th Ave NE #605, Bellevue, WA 98004",968000,,2,,1312,Condo,2001,,738,2 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/300-110th-Ave-NE-98004/unit-605/home/35107
"10232 NE 10th St #506, Bellevue, WA 98004",549000,,—,,440,Condo,2024,,"1,248",,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/10232-NE-10th-St-98004/unit-506/home/195833925
"4106 Factoria Blvd SE #216, Bellevue, WA 98006",399999,,2,,898,Condo,1984,,445,1 space,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/4106-Factoria-Blvd-SE-98006/unit-216/home/31051
"2656 168th Ave NE, Bellevue, WA 98008",1618000,,5,,2690,Single-family,1967,7210,601,2 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/2656-168th-Ave-NE-98008/home/432831
"10026 NE 22nd St, Bellevue, WA 98004",3430000,,4,,4640,Single-family,2005,10260,739,2 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/10026-NE-22nd-St-98004/home/505995
"10879 SE Lake Rd, Bellevue, WA 98004",9800000,,—,,1.12,Vacant land,,48787,,,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/10879-SE-Lake-Rd-98004/home/197392541
"72 XX Lakemont Blvd SE, Bellevue, WA 98006",1890000,,—,,3.89,Vacant land,,169448,,,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/72-Lakemont-Blvd-SE-98006/home/196274551
"12025 SE 60th St Unit B, Bellevue, WA 98006",385000,,1,,671,Condo,1984,,574,1 space,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/12025-SE-60th-St-98006/unit-B/home/35011
"3958 SE 179th Ln, Bellevue, WA 98008",1325000,,—,,0.53,Vacant land,,23086,,,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/3958-179th-Ln-SE-98008/home/22543005
"188 Bellevue Way NE #502, Bellevue, WA 98004",1399000,,2,,1353,Condo,2020,,"1,034",1 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/188-Bellevue-Way-NE-98004/unit-502/home/172711326
"2705 Bellevue Way SE, Bellevue, WA 98004",1279000,,—,,0.41,Vacant land,,17859,,,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/2705-Bellevue-Way-98004/home/22613765
"14600 NE 32nd St Unit I-17, Bellevue, WA 98007",398000,,3,,1062,Condo,1976,,375,1 space,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/14600-NE-32nd-St-98007/unit-I17/home/7048
"3506 108th Pl NE #2, Bellevue, WA 98004",699990,,2,,1489,Townhome,1975,,470,2 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/3506-108th-Pl-NE-98004/unit-2/home/64389
"1823 Richards Rd, Bellevue, WA 98005",1890000,,4,,2440,Single-family,2006,11325,775,2 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/1823-Richards-Rd-98005/home/2059815
"10231 NE 24th St, Bellevue, WA 98004",2300000,"13,461",3,,1820,Single-family,1968,8442,"1,264",2 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/10231-NE-24th-St-98004/home/506842
"4684 152nd Pl SE, Bellevue, WA 98006",49000,,—,,3600,Vacant land,,3600,14,,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/4684-152nd-Pl-SE-98006/home/192939624
"16160 SE 45th St, Bellevue, WA 98006",880000,,—,,7479,Vacant land,,7479,118,,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/16160-SE-45th-St-98006/home/77525317
"12105 SE 23rd St, Bellevue, WA 98005",1999975,,5,,3550,Single-family,1959,20037,563,2 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/12105-SE-23rd-St-98005/home/509673
"70 Lakemont Blvd SE, Bellevue, WA 98006",500000,,—,,1.36,Vacant land,,59241,,,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/70-Lakemont-Blvd-SE-98006/home/196275663
"150 102nd Ave SE #213, Bellevue, WA 98004",998500,,2,,1129,Condo,2006,,884,1 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/150-102nd-Ave-SE-98004/unit-213/home/12091927
"3938 SE 179th Ln, Bellevue, WA 98008",1275000,,—,,0.44,Vacant land,,19166,,,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/3938-179th-Ln-SE-98008/home/169648080
"13620 NE 7th St Unit F14, Bellevue, WA 98005",480000,,2,,1022,Condo (co-op),1980,,470,1 space,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/13620-NE-7th-St-98005/unit-F14/home/63366
"804 130th Ave NE, Bellevue, WA 98005",1895000,,4,,2610,Single-family,1967,10650,726,2 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/804-130th-Ave-NE-98005/home/506959
"10047 Main St #413, Bellevue, WA 98004",918000,,2,,1209,Condo,2000,,759,1 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/10047-Main-St-98004/unit-413/home/8477
"445 W Lake Sammamish Pkwy SE, Bellevue, WA 98008",889000,,—,,2.19,Vacant land,,95396,,,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/445-W-Lake-Sammamish-Pkwy-SE-98008/home/110292446
"17505 NE 4th Pl, Bellevue, WA 98008",2050000,,4,,3580,Single-family,1978,14810,573,2 car,Washington,"Bellevue, WA",https://www.redfin.com/WA/Bellevue/17505-NE-4th-Pl-98008/home/504008
"7817 S Asotin, Tacoma, WA 98408",525000,,4,,1728,Single-family,1964,9375,304,1 car,Washington,"Tacoma, WA",https://www.redfin.com/WA/Tacoma/7817-S-Asotin-St-98408/home/2954439
"411 120th St S, Tacoma, WA 98444",540000,,6,,2174,Multi-family,1900,7500,248,1 space,Washington,"Tacoma, WA",https://www.redfin.com/WA/Tacoma/411-120th-St-S-98444/home/2723773
"18223 37th Ave E, Tacoma, WA 98446",674950,"4,397",4,,2774,,,,,,Washington,"Tacoma, WA",https://www.redfin.com/WA/Parkland/18223-37-Ave-E-98446/home/197341536
"4511 S J St, Tacoma, WA 98418",450000,,3,,1416,Single-family,1916,5330,318,3 car,Washington,"Tacoma, WA",https://www.redfin.com/WA/Tacoma/4511-S-J-St-98418/home/2979116
"3807 A St, Tacoma, WA 98418",415950,,3,,1034,Single-family,1922,5550,402,1 car,Washington,"Tacoma, WA",https://www.redfin.com/WA/Tacoma/3807-A-St-98418/home/2900409
"5117 30th St NE, Tacoma, WA 98422",595000,,3,,1804,Single-family,1979,9800,330,2 car,Washington,"Tacoma, WA",https://www.redfin.com/WA/Tacoma/5117-30th-St-NE-98422/home/2837764
"1221 111th St S, Tacoma, WA 98444",399000,,2,,920,Single-family,1942,12632,434,2 car,Washington,"Tacoma, WA",https://www.redfin.com/WA/Tacoma/1221-111th-St-S-98444/home/2943251
"921 81st Street Ct E, Tacoma, WA 98404",610000,"3,889",4,,2638,Single-family,2014,8875,231,,Washington,"Tacoma, WA",https://www.redfin.com/WA/Tacoma/921-81st-Street-Ct-E-98404/home/65715624
"4640 E G St, Tacoma, WA 98404",599000,,4,,1336,Single-family,1942,8520,448,252 car,Washington,"Tacoma, WA",https://www.redfin.com/WA/Tacoma/4640-E-G-St-98404/home/2785570
"2125 N Highland St, Tacoma, WA 98406",679900,,4,,1678,Single-family,1955,8250,405,2 spaces,Washington,"Tacoma, WA",https://www.redfin.com/WA/Tacoma/2125-N-Highland-St-98406/home/2990083
"2127 S L St, Tacoma, WA 98405",579999,,6,,2756,Single-family,1908,4875,210,,Washington,"Tacoma, WA",https://www.redfin.com/WA/Tacoma/2127-S-L-St-98405/home/2967421
"3733 Waller Rd E #302, Tacoma, WA 98443",279950,,2,,817,Condo,1995,12196,343,,Washington,"Tacoma, WA",https://www.redfin.com/WA/Tacoma/3733-Waller-Rd-E-98443/unit-302/home/3038375
"9607 24th Ave E, Tacoma, WA 98445",689900,,3,,1400,Single-family,1968,20473,493,4 car,Washington,"Tacoma, WA",https://www.redfin.com/WA/Tacoma/9607-24th-Ave-E-98445/home/2968629
"111 99th St S #8, Tacoma, WA 98444",152000,,2,,1428,Manufactured,1989,,106,1 space,Washington,"Tacoma, WA",https://www.redfin.com/WA/Tacoma/111-99th-St-S-98444/unit-8/home/160939130
"1915 135th Street Ct E, Tacoma, WA 98445",474950,,3,,1548,Single-family,1997,9006,307,,Washington,"Tacoma, WA",https://www.redfin.com/WA/Tacoma/1915-135th-Street-Ct-E-98445/home/2865809
"15427 40th Ave E, Tacoma, WA 98446",574950,,4,,1739,Single-family,1997,10000,331,2 car,Washington,"Tacoma, WA",https://www.redfin.com/WA/Tacoma/15427-40th-Ave-E-98446/home/2869340
"3607 E F St, Tacoma, WA 98404",420000,,3,,1120,Single-family,1919,5254,375,1 car,Washington,"Tacoma, WA",https://www.redfin.com/WA/Tacoma/3607-E-F-St-98404/home/2827976
"1716 S Tyler St, Tacoma, WA 98405",714950,,4,,1966,Single-family,2025,6500,364,2 car,Washington,"Tacoma, WA",https://www.redfin.com/WA/Tacoma/1716-S-Tyler-St-98405/home/176013176
"1002 N J St, Tacoma, WA 98403",3250000,,21,,10033,Multi-family,1967,8580,324,13 spaces,Washington,"Tacoma, WA",https://www.redfin.com/WA/Tacoma/1002-N-J-St-98403/home/2714337
"18305 37th Ave E, Tacoma, WA 98446",629950,,4,,2507,Single-family,2025,5250,251,,Washington,"Tacoma, WA",https://www.redfin.com/WA/Parkland/18305-37-Ave-E-98446/home/197375201
"5348 N 47th St, Tacoma, WA 98407",650000,,4,,1608,Single-family,1979,3687,404,1 car,Washington,"Tacoma, WA",https://www.redfin.com/WA/Tacoma/5348-N-47th-St-98407/home/2942400
"3732 N Stevens, Tacoma, WA 98407",680000,,4,,3492,Multi-family,1953,8625,195,6 spaces,Washington,"Tacoma, WA",https://www.redfin.com/WA/Tacoma/3732-N-Stevens-St-98407/home/2840559
"5219 S Thompson Ave, Tacoma, WA 98408",489000,,2,,1259,Single-family,1941,6250,388,1 car,Washington,"Tacoma, WA",https://www.redfin.com/WA/Tacoma/5219-S-Thompson-Ave-98408/home/2970293
"137 Del Monte Ave, Fircrest, WA 98466",549999,,2,,1000,Single-family,1952,5500,550,2 spaces,Washington,"Tacoma, WA",https://www.redfin.com/WA/Fircrest/137-Del-Monte-Ave-98466/home/2957260
"769 113th St S, Tacoma, WA 98444",439000,,3,,1224,Single-family,2001,5000,359,2 car,Washington,"Tacoma, WA",https://www.redfin.com/WA/Tacoma/769-113th-St-S-98444/home/3000850
"1101 Tule Lake Rd S, Tacoma, WA 98444",369000,,3,,1286,Single-family,1974,10550,287,2 car,Washington,"Tacoma, WA",https://www.redfin.com/WA/Tacoma/1101-Tule-Lake-Rd-S-98444/home/2985444
"2901 2903 N 20th St, Tacoma, WA 98406",555000,,6,,4772,Multi-family,1914,8250,116,,Washington,"Tacoma, WA",https://www.redfin.com/WA/Tacoma/2903-N-20th-St-98406/home/191525019
"3618 N Orchard St, Tacoma, WA 98407",725000,,5,,3768,Single-family,1900,10000,192,2 car,Washington,"Tacoma, WA",https://www.redfin.com/WA/Tacoma/3618-N-Orchard-St-98407/home/2919093
"11403 22nd Ave E #12, Parkland, WA 98445",139000,,4,,1500,Manufactured,1990,,93,3 spaces,Washington,"Tacoma, WA",https://www.redfin.com/WA/Tacoma/11403-22nd-Ave-E-98445/unit-12/home/3019952
"1150 E 41st St, Tacoma, WA 98404",725000,,4,,2807,Single-family,2016,6722,258,,Washington,"Tacoma, WA",https://www.redfin.com/WA/Tacoma/1150-E-41st-St-98404/home/104242313
"5915 N 32nd St, Tacoma, WA 98407",595000,"3,769",3,,1560,Single-family,1961,9500,381,2 car,Washington,"Tacoma, WA",https://www.redfin.com/WA/Tacoma/5915-N-32nd-St-98407/home/2764988
"2022 E 36th St, Tacoma, WA 98404",289950,,3,,768,Single-family,1969,5000,378,2 car,Washington,"Tacoma, WA",https://www.redfin.com/WA/Tacoma/2022-E-36th-St-98404/home/2948705
"719 S Sprague Ave, Tacoma, WA 98405",419950,"2,647",4,,1474,Single-family,1904,3000,285,1 car,Washington,"Tacoma, WA",https://www.redfin.com/WA/Tacoma/719-S-Sprague-Ave-98405/home/2706454
"4531 S Puget Sound Ave Unit B, Tacoma, WA 98409",409950,"2,651",3,,1402,Single-family,2008,1248,292,1 car,Washington,"Tacoma, WA",https://www.redfin.com/WA/Tacoma/4531-S-Puget-Sound-Ave-98409/unit-B/home/21471376
"1102 124th Street Ct E, Tacoma, WA 98445",529950,,3,,1769,Single-family,1997,12196,300,2 car,Washington,"Tacoma, WA",https://www.redfin.com/WA/Tacoma/1102-124th-Street-Ct-E-98445/home/2869718
