address,price,est_monthly_payment,bedrooms,bathrooms,square_footage,property_type,year_built,lot_size,price_per_sqft,parking,state,city,url
"110 Hawks Nest Cv, Brandon, MS 39042",389000,,5,3.5,3202,Single-family,1989,49658,121,2,Mississippi,,https://www.redfin.com/MS/Brandon/110-Hawks-Nest-Cv-39042/home/125721317
"615 75th St SE Unit C-44, Everett, WA 98203",310000,,2,1,844,Condo (co-op),1979,,367,1,Washington,,https://www.redfin.com/WA/Everett/615-75th-St-SE-98203/unit-C44/home/2786566
"109 Elizabeth Dr, Brandon, MS 39042",479900,,4,3.5,2982,Single-family,2014,9583,161,,Mississippi,,https://www.redfin.com/MS/Brandon/109-Elizabeth-Dr-39042/home/125920304
"3514 Hoyt Ave, Everett, WA 98201",559900,,3,2,1957,Single-family,1901,3920,286,1,Washington,,https://www.redfin.com/WA/Everett/3514-Hoyt-Ave-98201/home/2693266
"611 Cobalt Way, Brandon, MS 39042",386900,,3,2.5,2079,Single-family,2025,10890,186,,Mississippi,,https://www.redfin.com/MS/Brandon/611-Cobalt-Way-39042/home/196000574
"901 E Marine View Dr #201, Everett, WA 98201",435000,,3,2.5,1297,Townhome,1996,,335,2,Washington,,https://www.redfin.com/WA/Everett/901-E-Marine-View-Dr-98201/unit-201/home/2858044
"146 Lady Marian Rd, Brandon, MS 39042",39900,,3,1,1440,Manufactured,1981,10018,28,1,Mississippi,,https://www.redfin.com/MS/Brandon/146-Lady-Marian-Rd-39042/home/126052828
"2911 122nd St SW, Everett, WA 98204",649000,,3,2,1312,Single-family,1959,12632,495,1,Washington,,https://www.redfin.com/WA/Everett/2911-122nd-St-SW-98204/home/2729696
"104 Greenfield Ridge Dr, Brandon, MS 39042",265000,,3,2,1458,Single-family,2011,10018,182,2,Mississippi,,https://www.redfin.com/MS/Brandon/104-Greenfield-Ridge-Dr-39042/home/127649106
"13320 Hwy 99 #37, Everett, WA 98204",149995,,2,2,1200,Manufactured,1967,1500642,125,,Washington,,https://www.redfin.com/WA/Everett/13320-Highway-99-98204/unit-37/home/2872103
"323 128TH St SE Unit K120, Everett, WA 98208",250000,,1,1,593,Condo,1979,,422,1,Washington,,https://www.redfin.com/WA/Everett/323-128th-St-SE-98208/unit-K120/home/2789730
"809 Jason Cv, Brandon, MS 39047",255000,,3,2,1650,Single-family,2006,10890,155,2,Mississippi,,https://www.redfin.com/MS/Brandon/809-Jason-Cv-39047/home/126957881
"2805 93rd Pl SE, Everett, WA 98208",815000,,3,2.5,1799,Condo,2011,3237,453,,Washington,,https://www.redfin.com/WA/Everett/2805-93rd-Pl-SE-98208/home/12352533
"907 Tetbury Pl, Brandon, MS 39047",314999,,4,2,2295,Single-family,1987,17424,137,,Mississippi,,https://www.redfin.com/MS/Brandon/907-Tetbury-Pl-39047/home/125686161
"2824 Grand Ave Unit A-409, Everett, WA 98201",400000,,2,2,936,Condo,2002,,427,1,Washington,,https://www.redfin.com/WA/Everett/2824-Grand-Ave-98201/unit-A409/home/11884460
"209 Oakville Cir, Brandon, MS 39047",569000,,5,4,3500,Single-family,2006,19166,163,,Mississippi,,https://www.redfin.com/MS/Brandon/209-Oakville-Cir-39047/home/125945516
"13004 25th Ave SE, Everett, WA 98208",965000,,5,3,2339,Single-family,2001,8276,413,2,Washington,,https://www.redfin.com/WA/Everett/13004-25th-Ave-SE-98208/home/2887193
"103 Hyde Park Dr, Brandon, MS 39042",329999,,3,2,1925,Single-family,2025,,171,2,Mississippi,,https://www.redfin.com/MS/Brandon/103-Hyde-Park-DR-Unknown/home/196265211
"36 K Beach Way, Hat Island, WA 98206",499999,,1,1,904,Single-family,1967,15245,553,,Washington,,https://www.redfin.com/WA/Everett/36-K-Beach-Way-98206/home/191465097
"110 Stonington Ct, Brandon, MS 39047",399000,,3,2.5,2685,Single-family,1983,18295,149,2,Mississippi,,https://www.redfin.com/MS/Brandon/110-Stonington-Ct-39047/home/126689801
"630 90th St SW Unit A/B, Everett, WA 98204",900000,,6,,2964,Multi-family,1995,10019,304,8,Washington,,https://www.redfin.com/WA/Everett/630-90th-St-SW-98204/unit-A-B/home/195240962
"108 Fairdale Pl, Brandon, MS 39042",189000,,3,3,1619,Single-family,1976,17424,117,2,Mississippi,,https://www.redfin.com/MS/Brandon/108-Fairdale-Pl-39042/home/126060912
"217 125th Pl SE, Everett, WA 98208",699000,,4,2.5,2103,Single-family,2008,4340,332,,Washington,,https://www.redfin.com/WA/Everett/217-125th-Pl-SE-98208/home/21636410
"1427 100th St SW #50, Everett, WA 98204",185000,,2,2,1296,Manufactured,1987,,143,2,Washington,,https://www.redfin.com/WA/Everett/1427-100th-St-SW-98204/unit-50/home/2873838
"404 Briars Bnd, Brandon, MS 39042",244500,,3,2,1552,Single-family,2004,7405,158,,Mississippi,,https://www.redfin.com/MS/Brandon/404-Briars-Bnd-39042/home/126139516
"1025 Monet Cv, Brandon, MS 39047",574800,,4,2.5,3024,Single-family,1999,21780,190,,Mississippi,,https://www.redfin.com/MS/Brandon/1025-Monet-Cv-39047/home/126499560
"139 Woodlands Green Dr, Brandon, MS 39047",435000,,4,3.5,3603,Single-family,1993,16988,121,,Mississippi,,https://www.redfin.com/MS/Brandon/139-Woodlands-Green-Dr-39047/home/126135718
"6321 Broadway Ave, Everett, WA 98203",998000,,8,,3072,Multi-family,1976,6534,325,8,Washington,,https://www.redfin.com/WA/Everett/6321-Broadway-98203/home/2732564
"136 Westlake Dr, Brandon, MS 39047",348900,,5,3,3040,Single-family,1975,8712,115,2,Mississippi,,https://www.redfin.com/MS/Brandon/136-Westlake-Dr-39047/home/127363817
"1427 100th St SW #121, Everett, WA 98204",165000,,3,2,1555,Manufactured,1986,,106,1,Washington,,https://www.redfin.com/WA/Everett/1427-100th-St-SW-98204/unit-121/home/2873927
"609 Cobalt Way, Brandon, MS 39042",360900,,3,2,1868,Single-family,2025,10890,193,,Mississippi,,https://www.redfin.com/MS/Brandon/609-Cobalt-Way-39042/home/196000559
"1040 N Park Dr, Everett, WA 98203",2299950,,3,3.5,4243,Single-family,1955,43560,542,2,Washington,,https://www.redfin.com/WA/Everett/1040-N-Park-Dr-98203/home/2698983
"105 Poplar Dr, Brandon, MS 39047",229900,,3,2,1562,Single-family,1973,14374,147,2,Mississippi,,https://www.redfin.com/MS/Brandon/105-Poplar-Dr-39047/home/127620024
"6705 Cady Rd, Everett, WA 98203",1300000,,—,,0.62,Vacant land,,27007,,,Washington,,https://www.redfin.com/WA/Everett/6705-Cady-Rd-98203/home/2668476
"708 Bo Blaze Cv, Brandon, MS 39047",242000,,3,2,1521,Single-family,2006,10890,159,2,Mississippi,,https://www.redfin.com/MS/Brandon/708-Bo-Blaze-Cv-39047/home/127649056
"3 X Tulalip Way, Hat Island, WA 98206",125000,,—,,0.85,Vacant land,,37026,,,Washington,,https://www.redfin.com/WA/Hat-Island/3-X-Tulalip-Way-98236/home/25670393
"37 K Beach Way, Hat Island, WA 98206",95000,,—,,0.33,Vacant land,,14374,,,Washington,,https://www.redfin.com/WA/Hat-Island/37-K-Beach-WAY-98206/home/196124502
"306 Courtney Cir, Brandon, MS 39042",35000,,3,2,1344,Manufactured,1983,37897,26,3,Mississippi,,https://www.redfin.com/MS/Brandon/306-Courtney-Cir-39042/home/127634406
"0 43rd Ave SE, Everett, WA 98201",279000,,—,,22.78,Vacant land,,992296,,,Washington,,https://www.redfin.com/WA/Everett/43rd-Ave-SE-98201/home/179606574
"308 N Grove Circle Cir, Brandon, MS 39047",179000,,2,2,1150,Single-family,1989,4356,156,2,Mississippi,,https://www.redfin.com/MS/Brandon/308-N-Grove-Cir-39047/home/126124953
"3405 3425 Rucker Ave, Everett, WA 98201",3325000,,—,,0.77,Vacant land,,33541,,,Washington,,https://www.redfin.com/WA/Everett/3405-Rucker-Ave-98201/home/2685040
"221 Bronson Bnd, Flowood, MS 39232",399900,,4,2.5,2034,Single-family,2025,10890,197,2,Mississippi,,https://www.redfin.com/MS/Jackson/221-Bronson-BND-39232/home/194347072
"4115 105th Pl SE, Everett, WA 98208",1030000,,4,3,3000,Single-family,1979,13939,343,2,Washington,,https://www.redfin.com/WA/Everett/4115-105th-Pl-SE-98208/home/2783493
"103 Cedar Ridge Blvd, Pearl, MS 39208",80000,,3,2,1792,Single-family,2000,21780,45,,Mississippi,,https://www.redfin.com/MS/Pearl/103-Cedar-Ridge-Blvd-39208/home/126091414
"220 Bronson Bnd, Flowood, MS 39232",449999,,4,3,2495,Single-family,2025,8712,180,2,Mississippi,,https://www.redfin.com/MS/Flowood/220-Bronson-Bnd-39047/home/196210553
"3702 W Mukilteo Blvd Unit B, Everett, WA 98203",744950,,4,3,1727,Townhome,2024,1248,431,,Washington,,https://www.redfin.com/WA/Everett/3702-W-Mukilteo-Blvd-98203/unit-B/home/191979539
"580 Hickory Pl, Brandon, MS 39047",407000,,4,3.5,2400,Single-family,2021,15245,170,,Mississippi,,https://www.redfin.com/MS/Brandon/580-Hickory-Pl-39047/home/126210603
"13 K Beach Way, Hat Island, WA 98206",24950,,—,,10454,Vacant land,,10454,2,,Washington,,https://www.redfin.com/WA/Hat-Island/13-K-Beach-WAY-98206/home/195990366
"12525 ADMIRALTY Way, Everett, WA 98204",2850000,,—,,1.06,Vacant land,,46173,,,Washington,,https://www.redfin.com/WA/Everett/12525-Admiralty-Way-98204/home/161073310
"105 Rankin Rd, Brandon, MS 39042",355000,,4,2.5,2117,Single-family,1971,161172,168,2,Mississippi,,https://www.redfin.com/MS/Brandon/105-Rankin-Rd-39042/home/125907564
"72 Saratotoga Dr, Mukilteo, WA 98206",40000,,—,,0.29,Vacant land,,12632,,,Washington,,https://www.redfin.com/WA/Everett/72-Saratoga-Dr-98206/home/175700823
"101 Dogwood Cir, Brandon, MS 39047",250000,,3,2,1681,Single-family,1980,21780,149,2,Mississippi,,https://www.redfin.com/MS/Brandon/101-Dogwood-Cir-39047/home/125708248
"3127 York Rd Unit A&B, Everett, WA 98204",949000,,6,,2472,Multi-family,2010,19602,384,6,Washington,,https://www.redfin.com/WA/Everett/3127-York-Rd-98204/unit-A-B/home/190235143
"272 Hidden Hills Pkwy, Brandon, MS 39047",344000,,3,2,2024,Single-family,2014,9583,170,2,Mississippi,,https://www.redfin.com/MS/Brandon/272-Hidden-Hills-Pkwy-39047/home/125906096
"18 Whidbey Island Dr. Dr, Hat Island, WA 98902",629999,,2,1.5,1500,Single-family,1992,10454,420,,Washington,,https://www.redfin.com/WA/Hat-Island/18-Whidbey-Island-Dr-DR-98902/home/194960723
"3333 Nassau St, Everett, WA 98201",625000,,—,,0.33,Vacant land,,14374,,,Washington,,https://www.redfin.com/WA/Everett/3333-Nassau-St-98201/home/196541687
"305 Flagstone Dr, Brandon, MS 39042",299999,,3,2,1927,Single-family,2010,8276,156,,Mississippi,,https://www.redfin.com/MS/Brandon/305-Flagstone-Dr-39042/home/125929782
"1427 100th St SW #97, Everett, WA 98204",199699,,2,2,1326,Manufactured,1984,,151,,Washington,,https://www.redfin.com/WA/Everett/1427-100th-St-SW-98204/unit-97/home/2873898
"1313 Hewitt Ave, Everett, WA 98201",5200000,,—,,19768,Multi-family,1913,14374,263,6,Washington,,https://www.redfin.com/WA/Everett/1313-Hewitt-Ave-98201/home/183205076
"1501 Broadway, Everett, WA 98201",469900,,3,1,1968,Single-family,1925,4356,239,,Washington,,https://www.redfin.com/WA/Everett/1501-Broadway-98201/home/2702745
"0 Beach Way, Hat Island, WA 98206",12500,,—,,9583,Vacant land,,9583,1,,Washington,,https://www.redfin.com/WA/Hat-Island/0-Beach-WAY-98206/home/197030695
"9917 Holly Dr Unit B307, Everett, WA 98204",312000,,2,2,1057,Condo,1987,,295,1,Washington,,https://www.redfin.com/WA/Everett/9917-Holly-Dr-98204/unit-B307/home/2812922
"505 Hillview Ct, Brandon, MS 39042",85000,,2,3,1376,Manufactured,1999,54450,62,2,Mississippi,,https://www.redfin.com/MS/Brandon/505-Hillview-Ct-39042/home/126139287
"12403 4th Ave W #1102, Everett, WA 98204",359950,,2,1,850,Condo,1996,,423,1,Washington,,https://www.redfin.com/WA/Everett/12403-4th-Ave-W-98204/unit-1102/home/2852877
"196 Woodlands Green Dr, Brandon, MS 39047",334000,,4,2,2358,Single-family,1994,13068,142,2,Mississippi,,https://www.redfin.com/MS/Brandon/196-Woodlands-Green-Dr-39047/home/125860266
"198 Bellegrove Cir, Brandon, MS 39047",150000,,3,2,1279,Single-family,1983,12632,117,2,Mississippi,,https://www.redfin.com/MS/Brandon/198-Bellegrove-Cir-39047/home/125833322
"9815 Holly Dr Unit A208, Everett, WA 98204",316000,,2,2,1057,Condo,1987,,299,1,Washington,,https://www.redfin.com/WA/Everett/9815-Holly-Dr-98204/unit-A208/home/2812861
"210 Penny Ln, Brandon, MS 39042",345000,,3,2,2060,Single-family,2015,10890,167,,Mississippi,,https://www.redfin.com/MS/Brandon/210-Penny-Ln-39042/home/127069066
"645 Cornelia Ave, Mukilteo, WA 98275",2299950,,4,4.5,5930,Single-family,2007,16117,388,4,Washington,,https://www.redfin.com/WA/Mukilteo/645-Cornelia-Ave-98275/home/21500984
"323 Eastridge Dr, Brandon, MS 39042",469900,,5,3,3143,Single-family,2002,21780,150,2,Mississippi,,https://www.redfin.com/MS/Brandon/323-Eastridge-Dr-39042/home/126074986
"1503 Debrelon Ln, Mukilteo, WA 98275",2225000,,3,3.5,3755,Single-family,2006,11761,593,2,Washington,,https://www.redfin.com/WA/Mukilteo/1503-Debrelon-Ln-98275/home/11765998
"114 Parkway Cv, Brandon, MS 39047",475000,,5,4.5,4055,Single-family,2010,10890,117,2,Mississippi,,https://www.redfin.com/MS/Brandon/114-Parkway-Cv-39047/home/127188272
"1415 84th St SE #136, Everett, WA 98208",154600,,2,2,1244,Manufactured,1988,,124,2,Washington,,https://www.redfin.com/WA/Everett/1415-84th-St-SE-98208/unit-136/home/2876977
"323 75th St SE Unit A-14, Everett, WA 98203",310000,,2,1,825,Condo (co-op),1980,,376,1,Washington,,https://www.redfin.com/WA/Everett/323-75th-St-SE-98203/unit-A14/home/2795182
"1622 Old Lake Rd, Brandon, MS 39042",439900,,4,3,2269,Single-family,2023,90604,194,2,Mississippi,,https://www.redfin.com/MS/Brandon/1622-Old-Lake-Rd-39042/home/184516604
"42 M Cascade Dr, Hat Island, WA 98206",33000,,—,,0.27,Vacant land,,11761,,,Washington,,https://www.redfin.com/WA/Hat-Island/42-M-Cascade-DR-98203/home/175090913
"862 Willow Grande Cir, Brandon, MS 39047",289900,,3,2,1632,Single-family,2011,8712,178,2,Mississippi,,https://www.redfin.com/MS/Brandon/862-Willow-Grande-Cir-39047/home/126760025
"3401 Broadway Ave, Everett, WA 98201",1250000,,—,,0.28,Vacant land,,12196,,,Washington,,https://www.redfin.com/WA/Everett/3401-Broadway-98201/home/161165850
"207 Keystone Pl, Brandon, MS 39042",459900,,5,4,3995,Single-family,1998,21780,115,,Mississippi,,https://www.redfin.com/MS/Brandon/207-Keystone-Pl-39042/home/125839865
"11201 3rd Ave SE Unit 40~A, Everett, WA 98208",375000,,3,2,1143,Condo,1980,,328,2,Washington,,https://www.redfin.com/WA/Everett/11201-3rd-Ave-SE-98208/unit-40A/home/2796525
"102 Parkview Ln, Brandon, MS 39047",269900,,3,2.5,1984,Single-family,1993,21780,136,,Mississippi,,https://www.redfin.com/MS/Brandon/102-Parkview-Ln-39047/home/127273590
"747 75th St SE Unit B203, Everett, WA 98203",250000,,2,1,865,Condo,1967,,289,1,Washington,,https://www.redfin.com/WA/Everett/747-75th-St-SE-98203/unit-B203/home/190672666
"219 Bellewood Dr, Brandon, MS 39042",540750,,5,4.5,3425,Single-family,2015,152460,158,2,Mississippi,,https://www.redfin.com/MS/Brandon/219-Bellewood-Dr-39042/home/127738252
"1210 35th St, Everett, WA 98201",150000,,—,,1307,Vacant land,,1307,115,,Washington,,https://www.redfin.com/WA/Everett/1210-35th-St-98201/home/2693239
"11100 W 4th Ave #3, Everett, WA 98204",114000,,3,2,1294,Manufactured,1995,222155,88,1,Washington,,https://www.redfin.com/WA/Everett/11100-4th-Ave-W-98204/unit-3/home/2874020
"150 Pine Ridge Cir, Brandon, MS 39047",484430,,5,4.5,3251,Single-family,2019,9147,149,2,Mississippi,,https://www.redfin.com/MS/Brandon/150-Pine-Ridge-Cir-39047/home/125980909
"12624 Waltham Dr, Everett, WA 98208",855000,,—,,1.43,Vacant land,,62290,,,Washington,,https://www.redfin.com/WA/Everett/12624-Waltham-Dr-98208/home/2746712
"1053 Woodbridge Dr, Brandon, MS 39047",899900,,5,4.5,4007,Single-family,2015,394653,225,,Mississippi,,https://www.redfin.com/MS/Brandon/1053-Woodbridge-Dr-39047/home/127658852
"42 F Saratoga Dr, Hat Island, WA 98206",38500,,—,,10454,Vacant land,,10454,4,,Washington,,https://www.redfin.com/WA/Everett/42-F-Saratoga-Dr-98206/home/196668833
"800 Arbor Pt, Brandon, MS 39047",583000,,4,3,2650,Single-family,2025,9583,220,2,Mississippi,,https://www.redfin.com/MS/Brandon/800-Arbor-Pt-39047/home/190265848
"6405 Lombard Ave Unit A, Everett, WA 98203",575000,,4,2.5,1803,Condo,2007,2615,319,,Washington,,https://www.redfin.com/WA/Everett/6405-Lombard-Ave-98203/unit-A/home/22065285
"902 Belle Oak Cv, Brandon, MS 39042",295600,,3,2,1739,Single-family,2009,21780,170,,Mississippi,,https://www.redfin.com/MS/Brandon/902-Belle-Oak-Cv-39042/home/125947219
"7822 Beverly Blvd Unit A, Everett, WA 98203",299950,,—,,8464,Vacant land,,8464,35,,Washington,,https://www.redfin.com/WA/Everett/7822-Beverly-Blvd-98203/unit-A/home/195607220
"3620 W Mukilteo Blvd Unit G, Everett, WA 98203",774950,,3,3,1727,Townhome,2024,1248,449,,Washington,,https://www.redfin.com/WA/Everett/3620-W-Mukilteo-Blvd-98203/unit-G/home/191979533
"233 Arbor Trl, Brandon, MS 39047",712000,,5,4.5,3806,Single-family,2015,13068,187,,Mississippi,,https://www.redfin.com/MS/Brandon/233-Arbor-Trl-39047/home/144464008
"9423 18th Ave W Unit A, Everett, WA 98204",535000,,3,2.5,1862,Townhome,2008,,287,2,Washington,,https://www.redfin.com/WA/Everett/9423-18th-Ave-W-98204/unit-A/home/69349488
"2003 Canterbury Place West, Brandon, MS 39042",659900,,5,5.5,4092,Single-family,2006,21780,161,5,Mississippi,,https://www.redfin.com/MS/Brandon/2003-Canterbury-Pl-W-39042/home/126043694
"0 005784-043-013-00, Snohomish C, Everett, WA 98203",32500,,—,,0.27,Vacant land,,11761,,,Washington,,https://www.redfin.com/WA/Everett/005784-043-013-00-Snohomish-C-98203/home/196325218
"111 B N Bent Creek Cir, Brandon, MS 39047",105900,,3,2,1146,Townhome,1983,10890,92,2,Mississippi,,https://www.redfin.com/MS/Brandon/111-Bent-Creek-Cir-39047/unit-B/home/196873000
"70 B Port Susan Dr, Hat Island, WA 98206",40000,,—,,0.25,Vacant land,,10890,,,Washington,,https://www.redfin.com/WA/Everett/70-Port-Susan-Dr-98206/home/161171109
"124 Holmar Dr, Brandon, MS 39047",266900,,3,2,1670,Single-family,1998,15681,160,2,Mississippi,,https://www.redfin.com/MS/Brandon/124-Holmar-Dr-39047/home/127616944
"104 Faith Way, Brandon, MS 39042",379900,,4,3,3095,Single-family,2007,15245,123,2,Mississippi,,https://www.redfin.com/MS/Brandon/104-Faith-Way-39042/home/125866164
"413 Miles Cv, Brandon, MS 39047",585000,,4,3.5,2886,Single-family,2018,98881,203,3,Mississippi,,https://www.redfin.com/MS/Brandon/413-Miles-Cv-39047/home/125921741
"54 A Saratoga Dr, Hat Island, WA 98206",79000,,—,,10454,Vacant land,,10454,8,,Washington,,https://www.redfin.com/WA/Hat-Island/54-A-Saratoga-DR-98260/home/184277658
"26 Woodgate Dr, Brandon, MS 39042",344900,,3,2,2801,Single-family,1987,14810,123,2,Mississippi,,https://www.redfin.com/MS/Brandon/26-Woodgate-Dr-39042/home/126344134
"62 Beach Way, Hat Island, WA 98206",45000,,—,,0.25,Vacant land,,10890,,,Washington,,https://www.redfin.com/WA/Hat-Island/62-Beach-WAY-98206/home/194905611
"363 Lake Harbor Rd, Brandon, MS 39047",474000,,5,4,3815,Single-family,1974,16552,124,1,Mississippi,,https://www.redfin.com/MS/Brandon/363-Lake-Harbor-Rd-39047/home/125981244
"74 M Skagit Way, Hat Island, WA 98206",32000,,—,,10454,Vacant land,,10454,3,,Washington,,https://www.redfin.com/WA/Everett/74-Skagit-Way-98206/home/195989515
"803 White Rock Ln, Brandon, MS 39047",479000,,4,3,2543,Single-family,2021,21780,188,,Mississippi,,https://www.redfin.com/MS/Brandon/803-White-Rock-Ln-39047/home/179430606
"29 J View Pl, Hat Island, WA 98206",29000,,—,,9583,Vacant land,,9583,3,,Washington,,https://www.redfin.com/WA/Everett/29-View-Pl-98206/home/178706621
"211 Lake Terrace Pl, Brandon, MS 39047",599999,,3,3.5,3672,Single-family,2001,121096,163,5,Mississippi,,https://www.redfin.com/MS/Brandon/211-Lake-Terrace-Pl-39047/home/125943548
"45 E Gardner Dr, Hat Island, WA 98206",25000,,—,,10454,Vacant land,,10454,2,,Washington,,https://www.redfin.com/WA/Everett/45-Port-Gardner-Dr-98206/home/179696396
"420 Fox Bay Dr, Brandon, MS 39047",385000,,5,3.5,3008,Single-family,1989,10890,128,,Mississippi,,https://www.redfin.com/MS/Brandon/420-Fox-Bay-Dr-39047/home/125694613
"57 A Saratoga Dr, Hat Island, WA 98206",31500,,—,,0.30,Vacant land,,13068,,,Washington,,https://www.redfin.com/WA/Everett/57-Saratoga-Dr-98206/home/187327615
"502 Spring Hill Pl, Brandon, MS 39047",250000,,3,2,1578,Single-family,2007,13068,158,,Mississippi,,https://www.redfin.com/MS/Brandon/502-Spring-Hill-Pl-39047/home/127057056
"538 Stump Ridge Rd, Brandon, MS 39047",615000,,4,3,2623,Single-family,2025,88862,234,3,Mississippi,,https://www.redfin.com/MS/Brandon/538-Stump-Ridge-Rd-39047/home/185148913
"46 a Snohomish Way, Hat Island, WA 98206",19980,,—,,10454,Vacant land,,10454,2,,Washington,,https://www.redfin.com/WA/Hat-Island/46-A-Snohomish-DR-98206/home/177003054
"3099 E Fairway Dr, Brandon, MS 39047",389900,,4,2.5,3575,Single-family,1990,11325,109,,Mississippi,,https://www.redfin.com/MS/Brandon/3099-E-Fairway-Dr-39047/home/125857608
"111 E Crest Pl, Hat Island, WA 98206",42500,,—,,0.37,Vacant land,,16117,,,Washington,,https://www.redfin.com/WA/Hat-Island/111-E-Crest-PL-98206/home/194823480
"214 Dublin Ct, Brandon, MS 39047",265000,,3,2,1835,Single-family,1977,21780,144,2,Mississippi,,https://www.redfin.com/MS/Brandon/214-Dublin-Ct-39047/home/127423158
"99 B Port Gardner Dr, Hat Island, WA 98206",29950,,—,,0.25,Vacant land,,10890,,,Washington,,https://www.redfin.com/WA/Hat-Island/99-B-Port-Gardner-DR-98206/home/195269262
"29 K Beach Way, Hat Island, WA 98206",99500,,—,,0.44,Vacant land,,19166,,,Washington,,https://www.redfin.com/WA/Hat-Island/29-K-Beach-Way-98206/home/188090855
"61 Sunline Dr, Brandon, MS 39042",315000,,4,3,2528,Single-family,1979,13068,125,6,Mississippi,,https://www.redfin.com/MS/Brandon/61-Sunline-Dr-39042/home/126403696
"16 M Olympic Dr, Hat Island, WA 98206",24500,,—,,10454,Vacant land,,10454,2,,Washington,,https://www.redfin.com/WA/Everett/16-Olympic-Dr-98206/home/195348584
"508 Springhill Xing, Brandon, MS 39047",377000,,4,3,2233,Single-family,2014,10890,169,,Mississippi,,https://www.redfin.com/MS/Brandon/508-Springhill-Xing-39047/home/127643138
"50 K Beach Way, Hat Island, WA 98206",35000,,—,,0.25,Vacant land,,10890,,,Washington,,https://www.redfin.com/WA/Everett/50-Beach-Way-98206/home/174956568
"25 Savannah Cir, Brandon, MS 39047",409000,,4,3,2863,Single-family,2004,4356,143,,Mississippi,,https://www.redfin.com/MS/Brandon/25-Savannah-Cir-39047/home/125922627
"10 M Olympic Dr, Hat Island, WA 98206",24000,,—,,10454,Vacant land,,10454,2,,Washington,,https://www.redfin.com/WA/Hat-Island/10-M-Olympic-DR-98203/home/175861864
"218 Harbor Ln, Brandon, MS 39047",389999,,4,2,2530,Single-family,2000,21780,154,,Mississippi,,https://www.redfin.com/MS/Brandon/218-Harbor-Ln-39047/home/125822244
"52 F Saratoga Dr, Hat Island, WA 98206",37000,,—,,10454,Vacant land,,10454,4,,Washington,,https://www.redfin.com/WA/Hat-Island/52-F-Saratoga-DR-98206/home/195796842
"111 Hickory Hill Pl, Brandon, MS 39042",300000,,4,2,2334,Single-family,1974,14374,129,2,Mississippi,,https://www.redfin.com/MS/Brandon/111-Hickory-Hill-Pl-39042/home/126149355
"11918 Airport Rd, Everett, WA 98204",5600000,,—,,2.55,Vacant land,,111077,,,Washington,,https://www.redfin.com/WA/Everett/11918-Airport-Rd-98204/home/175090093
"408 Millrun Rd, Brandon, MS 39047",334900,,4,3.5,3363,Single-family,1977,10890,100,,Mississippi,,https://www.redfin.com/MS/Brandon/408-Millrun-Rd-39047/home/125996662
"71 Saratoga Dr, Hat Island, WA 98206",40000,,—,,10454,Vacant land,,10454,4,,Washington,,https://www.redfin.com/WA/Everett/71-Saratoga-Dr-98206/home/161410895
"1109 Martin Dr, Brandon, MS 39047",250000,,4,3,2469,Single-family,1976,20473,101,2,Mississippi,,https://www.redfin.com/MS/Brandon/1109-Martin-Dr-39047/home/126482153
"99 A Port Susan Dr, Hat Island, WA 98206",26000,,—,,10454,Vacant land,,10454,2,,Washington,,https://www.redfin.com/WA/Everett/99-Port-Susan-Dr-98206/home/175875961
"311 Emerald Way, Brandon, MS 39047",398000,,4,2,2477,Single-family,2014,13068,161,,Mississippi,,https://www.redfin.com/MS/Brandon/311-Emerald-Way-39047/home/127803529
"17 W Gedney Way, Hat Island, WA 98206",145000,,—,,0.82,Vacant land,,35719,,,Washington,,https://www.redfin.com/WA/Everett/17-Gedney-Way-98206/home/195820810
"118 Pine Ridge Cir, Brandon, MS 39047",334900,,4,3.5,2378,Single-family,1998,10890,141,2,Mississippi,,https://www.redfin.com/MS/Brandon/118-Pine-Ridge-Cir-39047/home/125710162
"89 F Tulalip Way, Hat Island, WA 98206",19999,,—,,0.25,Vacant land,,10890,,,Washington,,https://www.redfin.com/WA/Hat-Island/89-F-Tulalip-WAY-98296/home/195467157
"54 Willowbrook Ln, Brandon, MS 39042",270000,,4,3,1958,Single-family,1974,13068,138,2,Mississippi,,https://www.redfin.com/MS/Brandon/54-Willowbrook-Ln-39042/home/125677646
"24 xx E Grand Ave, Everett, WA 98201",85000,,—,,6970,Vacant land,,6970,12,,Washington,,https://www.redfin.com/WA/Everett/24-xx-E-Grand-Ave-98201/home/175685986
"0 Hill St, Mukilteo, WA 98275",40000,,—,,0.48,Vacant land,,20908,,,Washington,,https://www.redfin.com/WA/Mukilteo/Hill-St-98275/home/21961118
"409 Sand Stone Pl, Brandon, MS 39042",254500,,3,2,1633,Single-family,2008,8712,156,2,Mississippi,,https://www.redfin.com/MS/Brandon/409-Sand-Stone-Pl-39042/home/127081772
"81 F Beach Way, Hat Island, WA 98206",19999,,—,,0.25,Vacant land,,10890,,,Washington,,https://www.redfin.com/WA/Hat-Island/81-F-Beach-WAY-98206/home/189732374
"108 Deer Hollow Holw, Brandon, MS 39047",565600,,4,3.5,2946,Single-family,2022,13068,192,,Mississippi,,https://www.redfin.com/MS/Brandon/108-Deer-Holw-39047/home/166546728
"151 Stump Ridge Rd, Brandon, MS 39047",737000,,4,3,3000,Single-family,2021,130680,246,3,Mississippi,,https://www.redfin.com/MS/Brandon/151-Stump-Ridge-Rd-39047/home/179431851
